order,nrowMRD,jfID,ncolfrLast
8946,52455,X908015285017_E_12,52455
8947,50664,X908015257019_B_2,50664
8948,51523,X908015285007_D_3,51523
8949,51608,X908015285008_C_6,51608
8950,53593,X908015302026_F_8,53593
8951,51121,X908015285003_B_1,51121
8952,51522,X908015285007_D_2,51522
8953,53288,X908015302023_D_2,53288
8954,52973,X908015302018_H_2,52973
8955,53029,X908015302020_C_2,53029
8956,50425,X908015257016_E_8,50425
8957,51875,X908015285011_C_3,51875
8958,50844,X908015257021_B_11,50844
8959,50527,X908015257017_F_5,50527
8960,53732,X908015302028_B_8,53732
8961,50467,X908015257017_A_5,50467
8962,53655,X908015302027_D_12,53655
8963,52136,X908015285014_A_7,52136
8964,51332,X908015285005_D_1,51332
8965,53785,X908015302028_G_2,53785
8966,51707,X908015285009_D_11,51707
8967,50869,X908015257021_D_2,50869
8968,52817,X908015302015_E_1,52817
8969,52274,X908015285015_E_6,52274
8970,52643,X908015285019_E_6,52643
8971,51408,X908015285006_B_4,51408
8972,53752,X908015302028_D_4,53752
8973,53322,X908015302023_G_11,53322
8974,51740,X908015285009_G_8,51740
8975,52943,X908015302018_B_9,52943
8976,51599,X908015285008_B_9,51599
8977,50443,X908015257016_G_4,50443
8978,51272,X908015285004_F_8,51272
8979,53149,X908015302021_F_3,53149
8980,51854,X908015285011_A_6,51854
8981,52860,X908015302016_D_12,52860
8982,53088,X908015302021_A_12,53088
8983,52778,X908015302014_H_9,52778
8984,52830,X908015302015_G_11,52830
8985,52089,X908015285013_E_6,52089
8986,51670,X908015285009_A_10,51670
8987,51909,X908015285011_F_2,51909
8988,53047,X908015302020_E_10,53047
8989,50909,X908015257021_G_7,50909
8990,52696,X908015285033_C_10,52696
8991,52066,X908015285013_C_7,52066
8992,52642,X908015285019_E_5,52642
8993,52884,X908015302017_A_9,52884
8994,51849,X908015285011_A_12,51849
8995,51441,X908015285006_E_12,51441
8996,50563,X908015257018_A_7,50563
8997,51161,X908015285003_E_3,51161
8998,50969,X908015285001_E_1,50969
8999,51864,X908015285011_B_4,51864
9000,51396,X908015285006_A_4,51396
9001,53371,X908015302024_C_4,53371
9002,50911,X908015257021_G_9,50911
9003,51775,X908015285010_B_8,51775
9004,53776,X908015302028_F_4,53776
9005,53811,X908015302029_A_5,53811
9006,51455,X908015285006_F_4,51455
9007,52942,X908015302018_B_8,52942
9008,53582,X908015302026_E_9,53582
9009,51525,X908015285007_D_5,51525
9010,51658,X908015285008_H_1,51658
9011,50509,X908015257017_E_10,50509
9012,50643,X908015257018_H_5,50643
9013,50631,X908015257018_G_4,50631
9014,53219,X908015302022_E_9,53219
9015,50708,X908015257019_F_2,50708
9016,51720,X908015285009_F_10,51720
9017,53103,X908015302021_B_5,53103
9018,53787,X908015302028_G_4,53787
9019,53341,X908015302024_A_1,53341
9020,52751,X908015302014_C_7,52751
9021,52156,X908015285014_C_5,52156
9022,50255,X908015257014_G_1,50255
9023,51721,X908015285009_F_11,51721
9024,50863,X908015257021_C_7,50863
9025,52501,X908015285018_A_2,52501
9026,51545,X908015285007_F_12,51545
9027,50501,X908015257017_D_3,50501
9028,51913,X908015285011_F_6,51913
9029,53452,X908015302025_B_7,53452
9030,52483,X908015285017_G_7,52483
9031,53229,X908015302022_F_8,53229
9032,52467,X908015285017_F_12,52467
9033,52493,X908015285017_H_6,52493
9034,53874,X908015302029_F_8,53874
9035,52840,X908015302015_H_3,52840
9036,51904,X908015285011_E_9,51904
9037,52067,X908015285013_C_8,52067
9038,52579,X908015285018_G_9,52579
9039,51248,X908015285004_D_8,51248
9040,51264,X908015285004_F_11,51264
9041,51714,X908015285009_D_7,51714
9042,53755,X908015302028_D_7,53755
9043,53410,X908015302024_G_10,53410
9044,52317,X908015285016_A_3,52317
9045,50457,X908015257016_H_7,50457
9046,50518,X908015257017_E_8,50518
9047,50910,X908015257021_G_8,50910
9048,52224,X908015285015_A_4,52224
9049,50980,X908015285001_E_9,50980
9050,52028,X908015285012_H_5,52028
9051,52319,X908015285016_A_5,52319
9052,53166,X908015302021_H_1,53166
9053,51378,X908015285005_G_9,51378
9054,52474,X908015285017_F_8,52474
9055,51290,X908015285004_H_4,51290
9056,51530,X908015285007_E_1,51530
9057,50512,X908015257017_E_2,50512
9058,52544,X908015285018_D_9,52544
9059,52848,X908015302016_B_10,52848
9060,52305,X908015285015_H_3,52305
9061,50357,X908015257015_H_10,50357
9062,51757,X908015285010_A_2,51757
9063,53170,X908015302021_H_3,53170
9064,52490,X908015285017_H_3,52490
9065,52511,X908015285018_B_11,52511
9066,51597,X908015285008_B_7,51597
9067,52623,X908015285019_C_8,52623
9068,52999,X908015302019_G_2,52999
9069,53309,X908015302023_F_10,53309
9070,52880,X908015302017_A_5,52880
9071,50608,X908015257018_E_4,50608
9072,50902,X908015257021_G_10,50902
9073,53329,X908015302023_G_8,53329
9074,51386,X908015285005_H_6,51386
9075,53100,X908015302021_B_2,53100
9076,52882,X908015302017_A_7,52882
9077,50590,X908015257018_D_1,50590
9078,51883,X908015285011_D_10,51883
9079,50405,X908015257016_D_11,50405
9080,51587,X908015285008_A_9,51587
9081,53745,X908015302028_C_9,53745
9082,52862,X908015302016_D_3,52862
9083,50517,X908015257017_E_7,50517
9084,50282,X908015257015_A_4,50282
9085,51204,X908015285004_A_11,51204
9086,53798,X908015302028_H_4,53798
9087,51981,X908015285012_D_4,51981
9088,52985,X908015302019_B_9,52985
9089,50368,X908015257016_A_10,50368
9090,53806,X908015302029_A_11,53806
9091,52362,X908015285016_E_12,52362
9092,50231,X908015257014_E_1,50231
9093,51959,X908015285012_B_6,51959
9094,51650,X908015285008_G_2,51650
9095,53347,X908015302024_A_4,53347
9096,53414,X908015302024_G_4,53414
9097,53159,X908015302021_G_3,53159
9098,51391,X908015285006_A_10,51391
9099,53328,X908015302023_G_7,53328
9100,52310,X908015285015_H_8,52310
9101,50594,X908015257018_D_2,50594
9102,51979,X908015285012_D_2,51979
9103,53321,X908015302023_G_10,53321
9104,50280,X908015257015_A_12,50280
9105,51270,X908015285004_F_6,51270
9106,52100,X908015285013_F_5,52100
9107,50712,X908015257019_F_7,50712
9108,52534,X908015285018_D_10,52534
9109,52637,X908015285019_E_11,52637
9110,53619,X908015302027_A_12,53619
9111,51035,X908015285002_B_6,51035
9112,52029,X908015285012_H_6,52029
9113,52175,X908015285014_E_11,52175
9114,52489,X908015285017_H_2,52489
9115,53163,X908015302021_G_7,53163
9116,52321,X908015285016_A_7,52321
9117,53529,X908015302026_A_3,53529
9118,50943,X908015285001_B_7,50943
9119,52184,X908015285014_E_9,52184
9120,52687,X908015285033_A_11,52687
9121,53056,X908015302020_E_9,53056
9122,50874,X908015257021_D_7,50874
9123,52616,X908015285019_C_12,52616
9124,50729,X908015257019_H_2,50729
9125,51189,X908015285003_G_8,51189
9126,51231,X908015285004_C_3,51231
9127,53729,X908015302028_B_5,53729
9128,53066,X908015302020_F_8,53066
9129,51639,X908015285008_F_2,51639
9130,53354,X908015302024_B_10,53354
9131,52991,X908015302019_D_1,52991
9132,53609,X908015302026_H_2,53609
9133,51640,X908015285008_F_3,51640
9134,50856,X908015257021_C_11,50856
9135,52033,X908015285013_A_1,52033
9136,52944,X908015302018_C_1,52944
9137,50568,X908015257018_B_11,50568
9138,52024,X908015285012_H_11,52024
9139,50436,X908015257016_F_8,50436
9140,53276,X908015302023_C_2,53276
9141,53909,X908015302030_A_9,53909
9142,52693,X908015285033_B_7,52693
9143,50397,X908015257016_C_4,50397
9144,50990,X908015285001_F_7,50990
9145,52918,X908015302017_G_1,52918
9146,51989,X908015285012_E_11,51989
9147,52411,X908015285017_A_4,52411
9148,53346,X908015302024_A_3,53346
9149,53762,X908015302028_E_2,53762
9150,53358,X908015302024_B_3,53358
9151,52427,X908015285017_B_9,52427
9152,50939,X908015285001_B_3,50939
9153,53428,X908015302024_H_7,53428
9154,50663,X908015257019_B_12,50663
9155,51020,X908015285002_A_3,51020
9156,51601,X908015285008_C_10,51601
9157,52318,X908015285016_A_4,52318
9158,53094,X908015302021_A_8,53094
9159,50705,X908015257019_F_1,50705
9160,52444,X908015285017_D_2,52444
9161,51853,X908015285011_A_5,51853
9162,50411,X908015257016_D_6,50411
9163,52105,X908015285013_G_1,52105
9164,51662,X908015285008_H_3,51662
9165,51412,X908015285006_B_8,51412
9166,52328,X908015285016_B_2,52328
9167,53146,X908015302021_F_11,53146
9168,51328,X908015285005_C_6,51328
9169,50725,X908015257019_G_9,50725
9170,53266,X908015302023_B_4,53266
9171,52662,X908015285019_G_5,52662
9172,53240,X908015302022_G_9,53240
9173,50684,X908015257019_D_1,50684
9174,50502,X908015257017_D_4,50502
9175,51282,X908015285004_G_7,51282
9176,52727,X908015285033_H_9,52727
9177,50654,X908015257019_A_4,50654
9178,52194,X908015285014_F_7,52194
9179,50305,X908015257015_C_5,50305
9180,53016,X908015302020_B_11,53016
9181,52921,X908015302017_G_4,52921
9182,51739,X908015285009_G_7,51739
9183,53518,X908015302025_H_4,53518
9184,53487,X908015302025_E_7,53487
9185,50611,X908015257018_E_7,50611
9186,50444,X908015257016_G_5,50444
9187,52377,X908015285016_F_4,52377
9188,51796,X908015285010_D_5,51796
9189,50759,X908015257020_B_8,50759
9190,50546,X908015257017_H_2,50546
9191,50279,X908015257015_A_11,50279
9192,52422,X908015285017_B_4,52422
9193,53350,X908015302024_A_7,53350
9194,52104,X908015285013_F_9,52104
9195,52045,X908015285013_B_1,52045
9196,52953,X908015302018_D_3,52953
9197,50530,X908015257017_F_8,50530
9198,52781,X908015302015_A_11,52781
9199,53474,X908015302025_D_5,53474
9200,50413,X908015257016_D_8,50413
9201,53658,X908015302027_D_4,53658
9202,50845,X908015257021_B_12,50845
9203,52591,X908015285019_A_1,52591
9204,52735,X908015302009_E_10,52735
9205,52396,X908015285016_H_11,52396
9206,52743,X908015302014_B_10,52743
9207,51980,X908015285012_D_3,51980
9208,53137,X908015302021_E_3,53137
9209,51729,X908015285009_F_8,51729
9210,53692,X908015302027_G_3,53692
9211,51241,X908015285004_D_12,51241
9212,50344,X908015257015_F_9,50344
9213,52926,X908015302017_H_8,52926
9214,53006,X908015302020_A_11,53006
9215,52818,X908015302015_E_10,52818
9216,52930,X908015302018_A_12,52930
9217,53605,X908015302026_G_9,53605
9218,50680,X908015257019_C_6,50680
9219,50982,X908015285001_F_10,50982
9220,50953,X908015285001_C_6,50953
9221,53382,X908015302024_D_5,53382
9222,53516,X908015302025_H_2,53516
9223,52964,X908015302018_F_4,52964
9224,51437,X908015285006_D_9,51437
9225,52358,X908015285016_D_9,52358
9226,53786,X908015302028_G_3,53786
9227,53214,X908015302022_E_12,53214
9228,52971,X908015302018_H_1,52971
9229,51540,X908015285007_E_8,51540
9230,50289,X908015257015_B_11,50289
9231,53886,X908015302029_G_9,53886
9232,52844,X908015302015_H_8,52844
9233,52527,X908015285018_C_4,52527
9234,53825,X908015302029_B_7,53825
9235,50400,X908015257016_C_7,50400
9236,53623,X908015302027_A_5,53623
9237,50776,X908015257020_D_12,50776
9238,50547,X908015257017_H_3,50547
9239,50936,X908015285001_B_11,50936
9240,53165,X908015302021_G_9,53165
9241,52723,X908015285033_H_10,52723
9242,51886,X908015285011_D_2,51886
9243,50864,X908015257021_C_8,50864
9244,52269,X908015285015_E_12,52269
9245,53810,X908015302029_A_4,53810
9246,50897,X908015257021_F_6,50897
9247,50241,X908015257014_E_8,50241
9248,52059,X908015285013_C_11,52059
9249,52670,X908015285019_H_4,52670
9250,51430,X908015285006_D_2,51430
9251,51568,X908015285007_H_2,51568
9252,50329,X908015257015_E_6,50329
9253,51811,X908015285010_E_8,51811
9254,53670,X908015302027_E_4,53670
9255,52737,X908015302014_A_10,52737
9256,51023,X908015285002_A_6,51023
9257,53447,X908015302025_B_2,53447
9258,52627,X908015285019_D_11,52627
9259,51890,X908015285011_D_6,51890
9260,51333,X908015285005_D_10,51333
9261,52454,X908015285017_E_11,52454
9262,50487,X908015257017_C_12,50487
9263,51319,X908015285005_B_9,51319
9264,52353,X908015285016_D_4,52353
9265,51736,X908015285009_G_4,51736
9266,50578,X908015257018_C_1,50578
9267,51966,X908015285012_C_12,51966
9268,52826,X908015302015_F_3,52826
9269,53349,X908015302024_A_6,53349
9270,51132,X908015285003_B_9,51132
9271,51210,X908015285004_A_6,51210
9272,52686,X908015285020_H_1,52686
9273,53070,X908015302020_G_11,53070
9274,51046,X908015285002_C_5,51046
9275,50930,X908015285001_A_6,50930
9276,52804,X908015302015_C_6,52804
9277,50740,X908015257020_A_12,50740
9278,53550,X908015302026_C_11,53550
9279,53059,X908015302020_F_11,53059
9280,51440,X908015285006_E_11,51440
9281,51595,X908015285008_B_5,51595
9282,53048,X908015302020_E_11,53048
9283,53129,X908015302021_D_7,53129
9284,51569,X908015285007_H_3,51569
9285,53164,X908015302021_G_8,53164
9286,50286,X908015257015_A_8,50286
9287,51917,X908015285011_G_1,51917
9288,51485,X908015285007_A_12,51485
9289,53391,X908015302024_E_3,53391
9290,52920,X908015302017_G_2,52920
9291,53751,X908015302028_D_3,53751
9292,53477,X908015302025_D_8,53477
9293,52894,X908015302017_B_8,52894
9294,51024,X908015285002_A_7,51024
9295,51053,X908015285002_D_11,51053
9296,52326,X908015285016_B_11,52326
9297,52935,X908015302018_A_9,52935
9298,51497,X908015285007_B_12,51497
9299,51576,X908015285008_A_1,51576
9300,51691,X908015285009_B_8,51691
9301,52266,X908015285015_E_1,52266
9302,52076,X908015285013_D_5,52076
9303,51227,X908015285004_C_10,51227
9304,50340,X908015257015_F_5,50340
9305,52983,X908015302019_B_12,52983
9306,50927,X908015285001_A_3,50927
9307,51001,X908015285001_G_7,51001
9308,52093,X908015285013_F_1,52093
9309,52614,X908015285019_C_10,52614
9310,50977,X908015285001_E_6,50977
9311,53864,X908015302029_F_1,53864
9312,52540,X908015285018_D_5,52540
9313,52975,X908015302018_H_5,52975
9314,53117,X908015302021_C_7,53117
9315,52120,X908015285013_H_3,52120
9316,52925,X908015302017_H_5,52925
9317,52234,X908015285015_B_2,52234
9318,53548,X908015302026_C_1,53548
9319,50404,X908015257016_D_10,50404
9320,53480,X908015302025_E_10,53480
9321,53735,X908015302028_C_10,53735
9322,53618,X908015302027_A_10,53618
9323,52887,X908015302017_B_11,52887
9324,53882,X908015302029_G_5,53882
9325,52258,X908015285015_D_2,52258
9326,53838,X908015302029_C_8,53838
9327,53509,X908015302025_G_6,53509
9328,52587,X908015285018_H_6,52587
9329,51252,X908015285004_E_11,51252
9330,52732,X908015285039_G_10,52732
9331,52789,X908015302015_B_10,52789
9332,50522,X908015257017_F_11,50522
9333,50632,X908015257018_G_5,50632
9334,51692,X908015285009_B_9,51692
9335,53536,X908015302026_B_1,53536
9336,52370,X908015285016_E_9,52370
9337,52160,X908015285014_C_9,52160
9338,50557,X908015257018_A_12,50557
9339,50446,X908015257016_G_7,50446
9340,50984,X908015285001_F_12,50984
9341,51738,X908015285009_G_6,51738
9342,50559,X908015257018_A_3,50559
9343,53599,X908015302026_G_3,53599
9344,53299,X908015302023_E_12,53299
9345,53750,X908015302028_D_2,53750
9346,52810,X908015302015_D_12,52810
9347,53425,X908015302024_H_4,53425
9348,50447,X908015257016_G_8,50447
9349,52977,X908015302018_H_8,52977
9350,52443,X908015285017_D_12,52443
9351,53590,X908015302026_F_5,53590
9352,53162,X908015302021_G_6,53162
9353,51814,X908015285010_F_10,51814
9354,52537,X908015285018_D_2,52537
9355,53683,X908015302027_F_5,53683
9356,50348,X908015257015_G_2,50348
9357,52924,X908015302017_H_10,52924
9358,51221,X908015285004_B_5,51221
9359,50584,X908015257018_C_4,50584
9360,51077,X908015285002_F_11,51077
9361,53191,X908015302022_C_1,53191
9362,52257,X908015285015_D_12,52257
9363,51722,X908015285009_F_12,51722
9364,51214,X908015285004_B_1,51214
9365,52043,X908015285013_A_8,52043
9366,52998,X908015302019_F_2,52998
9367,52873,X908015302016_H_7,52873
9368,53054,X908015302020_E_7,53054
9369,53392,X908015302024_E_4,53392
9370,53050,X908015302020_E_2,53050
9371,53249,X908015302023_A_10,53249
9372,51215,X908015285004_B_10,51215
9373,52852,X908015302016_C_10,52852
9374,51019,X908015285002_A_2,51019
9375,51924,X908015285011_G_6,51924
9376,51819,X908015285010_F_5,51819
9377,51304,X908015285005_A_6,51304
9378,52904,X908015302017_D_12,52904
9379,52287,X908015285015_F_7,52287
9380,53493,X908015302025_F_12,53493
9381,50351,X908015257015_G_5,50351
9382,52757,X908015302014_D_7,52757
9383,53546,X908015302026_B_8,53546
9384,51008,X908015285001_H_3,51008
9385,52765,X908015302014_F_12,52765
9386,52539,X908015285018_D_4,52539
9387,52608,X908015285019_B_5,52608
9388,53905,X908015302030_A_5,53905
9389,50476,X908015257017_B_2,50476
9390,53133,X908015302021_E_10,53133
9391,52479,X908015285017_G_2,52479
9392,53181,X908015302022_A_8,53181
9393,53564,X908015302026_D_3,53564
9394,53706,X908015302027_H_6,53706
9395,51991,X908015285012_E_2,51991
9396,51268,X908015285004_F_4,51268
9397,50519,X908015257017_E_9,50519
9398,50842,X908015257021_B_1,50842
9399,52461,X908015285017_E_7,52461
9400,52586,X908015285018_H_5,52586
9401,53911,X908015302030_B_10,53911
9402,50655,X908015257019_A_5,50655
9403,53601,X908015302026_G_5,53601
9404,52233,X908015285015_B_12,52233
9405,52208,X908015285014_H_1,52208
9406,51234,X908015285004_C_6,51234
9407,53089,X908015302021_A_2,53089
9408,53773,X908015302028_F_12,53773
9409,50576,X908015257018_B_8,50576
9410,52384,X908015285016_G_10,52384
9411,53595,X908015302026_G_1,53595
9412,50905,X908015257021_G_3,50905
9413,51344,X908015285005_E_1,51344
9414,52011,X908015285012_G_1,52011
9415,53720,X908015302028_A_8,53720
9416,53363,X908015302024_B_8,53363
9417,50560,X908015257018_A_4,50560
9418,53650,X908015302027_C_8,53650
9419,50718,X908015257019_G_2,50718
9420,51789,X908015285010_D_1,51789
9421,52200,X908015285014_G_2,52200
9422,53464,X908015302025_C_7,53464
9423,50818,X908015257020_G_9,50818
9424,52915,X908015302017_F_2,52915
9425,52584,X908015285018_H_3,52584
9426,53805,X908015302029_A_10,53805
9427,51751,X908015285009_H_8,51751
9428,53563,X908015302026_D_2,53563
9429,53694,X908015302027_G_5,53694
9430,53279,X908015302023_C_5,53279
9431,53685,X908015302027_F_7,53685
9432,52954,X908015302018_D_4,52954
9433,51084,X908015285002_F_7,51084
9434,51596,X908015285008_B_6,51596
9435,52404,X908015285016_H_9,52404
9436,50849,X908015257021_B_5,50849
9437,53031,X908015302020_C_4,53031
9438,51495,X908015285007_B_10,51495
9439,51588,X908015285008_B_1,51588
9440,50426,X908015257016_E_9,50426
9441,50614,X908015257018_F_1,50614
9442,51168,X908015285003_F_1,51168
9443,53519,X908015302025_H_5,53519
9444,51432,X908015285006_D_4,51432
9445,50676,X908015257019_C_2,50676
9446,53775,X908015302028_F_3,53775
9447,52721,X908015285033_G_8,52721
9448,50886,X908015257021_E_7,50886
9449,51398,X908015285006_A_6,51398
9450,50733,X908015257019_H_6,50733
9451,51037,X908015285002_B_8,51037
9452,51294,X908015285004_H_8,51294
9453,50437,X908015257016_F_9,50437
9454,51185,X908015285003_G_4,51185
9455,50846,X908015257021_B_2,50846
9456,50507,X908015257017_D_9,50507
9457,53901,X908015302030_A_12,53901
9458,51848,X908015285011_A_11,51848
9459,53409,X908015302024_G_1,53409
9460,53878,X908015302029_G_11,53878
9461,53747,X908015302028_D_10,53747
9462,52207,X908015285014_G_9,52207
9463,51669,X908015285009_A_1,51669
9464,53844,X908015302029_D_2,53844
9465,50582,X908015257018_C_2,50582
9466,50291,X908015257015_B_2,50291
9467,51002,X908015285001_G_8,51002
9468,50912,X908015257021_H_1,50912
9469,51575,X908015285007_H_9,51575
9470,51973,X908015285012_C_8,51973
9471,51856,X908015285011_A_8,51856
9472,51783,X908015285010_C_4,51783
9473,51436,X908015285006_D_8,51436
9474,51489,X908015285007_A_5,51489
9475,51104,X908015285002_H_5,51104
9476,53083,X908015302020_H_8,53083
9477,51762,X908015285010_A_7,51762
9478,53894,X908015302029_H_6,53894
9479,52934,X908015302018_A_8,52934
9480,50247,X908015257014_F_2,50247
9481,52969,X908015302018_G_4,52969
9482,50373,X908015257016_A_4,50373
9483,50988,X908015285001_F_5,50988
9484,53274,X908015302023_C_11,53274
9485,50806,X908015257020_F_7,50806
9486,51557,X908015285007_G_2,51557
9487,51166,X908015285003_E_8,51166
9488,50974,X908015285001_E_3,50974
9489,52585,X908015285018_H_4,52585
9490,52137,X908015285014_A_8,52137
9491,51090,X908015285002_G_2,51090
9492,52124,X908015285013_H_7,52124
9493,53646,X908015302027_C_4,53646
9494,52390,X908015285016_G_6,52390
9495,51947,X908015285012_A_6,51947
9496,51211,X908015285004_A_7,51211
9497,52649,X908015285019_F_11,52649
9498,52302,X908015285015_H_10,52302
9499,51712,X908015285009_D_5,51712
9500,50242,X908015257014_E_9,50242
9501,52936,X908015302018_B_1,52936
9502,51098,X908015285002_H_1,51098
9503,51410,X908015285006_B_6,51410
9504,53080,X908015302020_H_3,53080
9505,53690,X908015302027_G_11,53690
9506,50482,X908015257017_B_8,50482
9507,51769,X908015285010_B_2,51769
9508,52593,X908015285019_A_11,52593
9509,51743,X908015285009_H_10,51743
9510,50913,X908015257021_H_11,50913
9511,52350,X908015285016_D_12,52350
9512,52080,X908015285013_D_9,52080
9513,53136,X908015302021_E_2,53136
9514,53416,X908015302024_G_6,53416
9515,51625,X908015285008_E_10,51625
9516,52338,X908015285016_C_12,52338
9517,52845,X908015302015_H_9,52845
9518,52220,X908015285015_A_11,52220
9519,53431,X908015302025_A_1,53431
9520,50442,X908015257016_G_3,50442
9521,52450,X908015285017_D_8,52450
9522,50270,X908015257014_H_3,50270
9523,50770,X908015257020_C_7,50770
9524,51753,X908015285010_A_1,51753
9525,50687,X908015257019_D_12,50687
9526,52044,X908015285013_A_9,52044
9527,51230,X908015285004_C_2,51230
9528,50433,X908015257016_F_4,50433
9529,53107,X908015302021_B_9,53107
9530,53209,X908015302022_D_8,53209
9531,50745,X908015257020_A_6,50745
9532,50322,X908015257015_E_10,50322
9533,52383,X908015285016_G_1,52383
9534,53043,X908015302020_D_7,53043
9535,50689,X908015257019_D_3,50689
9536,53569,X908015302026_D_8,53569
9537,50459,X908015257016_H_9,50459
9538,53763,X908015302028_E_3,53763
9539,52714,X908015285033_F_6,52714
9540,53792,X908015302028_G_9,53792
9541,51182,X908015285003_G_11,51182
9542,52656,X908015285019_F_9,52656
9543,52308,X908015285015_H_6,52308
9544,52945,X908015302018_C_10,52945
9545,53360,X908015302024_B_5,53360
9546,52418,X908015285017_B_11,52418
9547,51777,X908015285010_C_1,51777
9548,52910,X908015302017_E_12,52910
9549,53405,X908015302024_F_6,53405
9550,52130,X908015285014_A_12,52130
9551,52502,X908015285018_A_3,52502
9552,52575,X908015285018_G_5,52575
9553,50695,X908015257019_E_10,50695
9554,53856,X908015302029_E_2,53856
9555,53072,X908015302020_G_3,53072
9556,52941,X908015302018_B_3,52941
9557,52108,X908015285013_G_2,52108
9558,52658,X908015285019_G_10,52658
9559,52440,X908015285017_D_1,52440
9560,52753,X908015302014_C_9,52753
9561,50244,X908015257014_F_10,50244
9562,53478,X908015302025_D_9,53478
9563,51654,X908015285008_G_6,51654
9564,53815,X908015302029_A_9,53815
9565,52485,X908015285017_G_9,52485
9566,51667,X908015285008_H_8,51667
9567,52841,X908015302015_H_5,52841
9568,50931,X908015285001_A_7,50931
9569,52372,X908015285016_F_10,52372
9570,50419,X908015257016_E_2,50419
9571,53708,X908015302027_H_8,53708
9572,53570,X908015302026_D_9,53570
9573,50635,X908015257018_G_8,50635
9574,52993,X908015302019_D_11,52993
9575,53105,X908015302021_B_7,53105
9576,52702,X908015285033_D_11,52702
9577,52533,X908015285018_D_1,52533
9578,53157,X908015302021_G_11,53157
9579,51357,X908015285005_F_10,51357
9580,51549,X908015285007_F_5,51549
9581,53167,X908015302021_H_10,53167
9582,50675,X908015257019_C_12,50675
9583,53840,X908015302029_D_1,53840
9584,51665,X908015285008_H_6,51665
9585,50296,X908015257015_B_7,50296
9586,53253,X908015302023_A_3,53253
9587,52448,X908015285017_D_6,52448
9588,52193,X908015285014_F_6,52193
9589,52114,X908015285013_G_8,52114
9590,52762,X908015302014_E_7,52762
9591,51620,X908015285008_D_6,51620
9592,52640,X908015285019_E_3,52640
9593,53052,X908015302020_E_4,53052
9594,53552,X908015302026_C_2,53552
9595,50986,X908015285001_F_3,50986
9596,52819,X908015302015_E_12,52819
9597,52361,X908015285016_E_11,52361
9598,51900,X908015285011_E_5,51900
9599,51277,X908015285004_G_2,51277
9600,52295,X908015285015_G_4,52295
9601,52068,X908015285013_C_9,52068
9602,53592,X908015302026_F_7,53592
9603,53828,X908015302029_C_1,53828
9604,50947,X908015285001_C_11,50947
9605,51797,X908015285010_D_6,51797
9606,51363,X908015285005_F_5,51363
9607,50820,X908015257020_H_10,50820
9608,51679,X908015285009_A_8,51679
9609,50248,X908015257014_F_3,50248
9610,50581,X908015257018_C_12,50581
9611,51790,X908015285010_D_10,51790
9612,50951,X908015285001_C_4,50951
9613,53616,X908015302026_H_9,53616
9614,52278,X908015285015_F_1,52278
9615,52488,X908015285017_H_11,52488
9616,51418,X908015285006_C_2,51418
9617,50937,X908015285001_B_12,50937
9618,52645,X908015285019_E_8,52645
9619,51807,X908015285010_E_4,51807
9620,53757,X908015302028_D_9,53757
9621,51076,X908015285002_F_10,51076
9622,52543,X908015285018_D_8,52543
9623,53456,X908015302025_C_10,53456
9624,51213,X908015285004_A_9,51213
9625,50266,X908015257014_H_1,50266
9626,51490,X908015285007_A_6,51490
9627,52392,X908015285016_G_8,52392
9628,51233,X908015285004_C_5,51233
9629,51760,X908015285010_A_5,51760
9630,51816,X908015285010_F_2,51816
9631,52210,X908015285014_H_11,52210
9632,53765,X908015302028_E_5,53765
9633,52914,X908015302017_F_12,52914
9634,50423,X908015257016_E_6,50423
9635,50440,X908015257016_G_11,50440
9636,50389,X908015257016_B_8,50389
9637,51346,X908015285005_E_11,51346
9638,51504,X908015285007_B_8,51504
9639,50490,X908015257017_C_4,50490
9640,51831,X908015285010_G_6,51831
9641,53497,X908015302025_F_5,53497
9642,53270,X908015302023_B_8,53270
9643,53524,X908015302026_A_1,53524
9644,50694,X908015257019_E_1,50694
9645,51967,X908015285012_C_2,51967
9646,52788,X908015302015_B_1,52788
9647,51135,X908015285003_C_11,51135
9648,50879,X908015257021_E_11,50879
9649,52074,X908015285013_D_3,52074
9650,50579,X908015257018_C_10,50579
9651,50955,X908015285001_C_8,50955
9652,51450,X908015285006_F_10,51450
9653,52173,X908015285014_E_1,52173
9654,52397,X908015285016_H_2,52397
9655,51972,X908015285012_C_7,51972
9656,51429,X908015285006_D_12,51429
9657,53171,X908015302021_H_4,53171
9658,52629,X908015285019_D_2,52629
9659,52280,X908015285015_F_11,52280
9660,50294,X908015257015_B_5,50294
9661,53128,X908015302021_D_6,53128
9662,53803,X908015302028_H_9,53803
9663,53418,X908015302024_G_8,53418
9664,52001,X908015285012_F_11,52001
9665,52306,X908015285015_H_4,52306
9666,52058,X908015285013_C_10,52058
9667,52899,X908015302017_C_12,52899
9668,52052,X908015285013_B_5,52052
9669,50383,X908015257016_B_2,50383
9670,53510,X908015302025_G_7,53510
9671,50448,X908015257016_G_9,50448
9672,53687,X908015302027_F_9,53687
9673,51809,X908015285010_E_6,51809
9674,50707,X908015257019_F_12,50707
9675,51114,X908015285003_A_3,51114
9676,50536,X908015257017_G_3,50536
9677,52009,X908015285012_F_8,52009
9678,52094,X908015285013_F_10,52094
9679,51470,X908015285006_G_9,51470
9680,51788,X908015285010_C_9,51788
