geno,ngr2,ngr3,ngr4,ngr5,ngr6,ngr7,ngr8,ngr9,ngr10,ngr11,ngr12,ngr13,ngr14,ngr15,ngr20,ngr25,ngr30,ngr35,ngr40,ngr45,ngr50
X907513220027_G_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220027_G_2,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_G_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_G_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_G_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220027_G_6,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_G_7,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_G_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_G_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220027_H_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_2,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_5,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_6,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_7,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220027_H_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220028_A_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_A_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_B_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_C_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_D_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_E_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_F_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_G_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220028_H_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_A_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_A_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_A_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_A_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_A_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_A_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_A_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_A_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_A_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_A_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_A_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_A_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_B_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_B_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_B_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220029_B_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_B_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_B_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_B_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_B_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_B_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_B_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_B_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_B_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_C_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_C_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_C_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_C_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_C_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_C_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_C_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_C_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_C_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_C_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_D_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_D_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_D_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_D_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220029_E_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_E_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_E_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_E_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_E_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_E_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_E_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_E_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_E_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_E_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_E_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_E_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220029_F_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_F_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_F_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_F_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_F_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_F_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_F_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_F_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220029_F_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_F_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_F_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_F_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220029_G_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_G_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_G_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220029_G_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_G_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_G_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_G_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_G_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_G_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_G_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_G_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220029_H_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_H_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_H_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_H_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_H_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_H_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_H_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_H_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220029_H_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_H_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220029_H_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_A_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220030_A_10,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_A_11,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_A_12,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_A_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_A_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_A_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_A_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_A_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220030_A_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_A_9,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_B_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_B_10,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_B_11,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_B_12,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_B_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220030_B_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_B_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_B_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_B_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220030_B_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X907513220030_B_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_B_9,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_C_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220030_C_10,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_C_11,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_C_12,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_C_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,26,31,33,34
X907513220030_C_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_C_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_C_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_C_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_C_9,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_D_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220030_D_10,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_D_11,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_D_12,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_D_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X907513220030_D_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_D_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_D_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220030_D_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_D_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_D_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_D_9,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_E_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_E_10,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_E_11,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_E_12,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
X907513220030_E_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_E_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_E_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_E_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220030_E_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X907513220030_E_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X907513220030_E_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X907513220030_E_9,1,1,1,1,1,1,1,1,1,8,8,8,8,8,10,10,11,11,12,13,13
