geno,ngr2,ngr3,ngr4,ngr5,ngr6,ngr7,ngr8,ngr9,ngr10,ngr11,ngr12,ngr13,ngr14,ngr15,ngr20,ngr25,ngr30,ngr35,ngr40,ngr45,ngr50
X903111229001_C_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_C_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_C_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_C_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229001_C_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_C_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_C_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_C_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_C_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_D_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_D_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_D_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_D_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_D_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_D_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_D_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_D_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_D_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_D_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_E_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_E_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_E_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_E_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_E_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_E_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229001_E_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_E_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_E_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_E_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_F_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_F_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_F_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_F_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229001_F_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_F_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_F_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_F_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_F_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_F_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_G_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_G_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_G_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_G_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_G_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_G_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_G_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_G_7,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229001_G_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_G_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_H_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_H_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_H_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_H_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_H_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_H_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229001_H_5,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X903111229001_H_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_H_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229001_H_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_A_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229002_A_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_A_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_A_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_A_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_A_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_A_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_A_5,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229002_A_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_A_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_A_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_A_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_B_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229002_B_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_B_11,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229002_B_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_B_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_B_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229002_B_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_B_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229002_B_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_B_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,15,18,19,23,24,25
X903111229002_C_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_C_10,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229002_C_11,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229002_C_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_C_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229002_C_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229002_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229002_C_6,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229002_C_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_C_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,15,18,19,23,24,25
X903111229002_C_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_D_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229002_D_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,27,31,36,38,41
X903111229002_D_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_D_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_D_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_D_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_D_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_D_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_D_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229002_D_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_E_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_E_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_E_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_E_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_E_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_E_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_E_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,27,31,36,38,41
X903111229002_E_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_E_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_E_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_E_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_F_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_F_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_F_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_F_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_F_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_F_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_F_5,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229002_F_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_F_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_F_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_F_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_G_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_G_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_G_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229002_G_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_G_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229002_G_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_G_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_G_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_G_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_G_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_G_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_H_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_H_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_H_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229002_H_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_H_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_H_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_H_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_H_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_H_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229002_H_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229002_H_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,15,18,19,23,24,25
X903111229003_A_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_A_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_A_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229003_A_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_A_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_A_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229003_A_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_A_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229003_A_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_A_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_B_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_B_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_B_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_B_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,15,18,19,23,24,25
X903111229003_B_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_B_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,15,18,19,23,24,25
X903111229003_B_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_B_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_B_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_B_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_B_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_C_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229003_C_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_C_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229003_C_12,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229003_C_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_C_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_C_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_C_9,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229003_D_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_D_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229003_D_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_D_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_D_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_D_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_D_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_D_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229003_D_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_D_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_D_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_D_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_E_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_E_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_E_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229003_E_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_E_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_E_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_E_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_E_7,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,27,31,36,38,41
X903111229003_E_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229003_E_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X903111229003_F_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_F_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_F_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229003_F_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_F_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_F_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_F_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_F_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_F_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_F_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229003_F_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,27,31,36,38,41
X903111229003_G_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_G_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_G_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_G_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_G_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_G_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229003_G_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_G_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_G_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_G_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_H_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_H_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_H_11,1,2,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,9,10,10
X903111229003_H_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229003_H_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_H_4,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229003_H_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_H_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_H_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229003_H_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_A_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_A_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229004_A_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229004_A_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_A_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_A_3,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_A_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_A_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_A_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_A_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_A_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229004_A_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_B_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_B_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_B_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229004_B_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_B_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_B_4,2,3,3,4,4,5,5,5,6,6,6,12,13,14,19,22,25,27,32,34,35
X903111229004_B_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_B_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_B_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_B_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_B_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_C_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_C_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,21,24,28,33,35,36
X903111229004_C_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7
X903111229004_C_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_C_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_C_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_C_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_C_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X903111229004_C_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X903111229004_C_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
