ncolfr,names
1156,X908015184014_G_4
1157,X908015184014_G_5
1158,X908015184014_G_6
1159,X908015184014_G_7
1160,X908015184014_G_8
1161,X908015184014_G_9
1162,X908015184014_H_1
1163,X908015184014_H_10
1164,X908015184014_H_11
1165,X908015184014_H_2
1166,X908015184014_H_3
1167,X908015184014_H_4
1168,X908015184014_H_5
1169,X908015184014_H_6
1170,X908015184014_H_7
1171,X908015184014_H_8
1172,X908015184014_H_9
1173,X908015194020_G_6
1174,X908015195005_A_1
1175,X908015195005_A_10
1176,X908015195005_A_11
1177,X908015195005_A_12
1178,X908015195005_A_8
1179,X908015195005_A_9
1180,X908015195005_B_1
1181,X908015195005_B_10
1182,X908015195005_B_11
1183,X908015195005_B_12
1184,X908015195005_B_6
1185,X908015195005_B_8
1186,X908015195005_B_9
1187,X908015195005_C_1
1188,X908015195005_C_10
1189,X908015195005_C_11
1190,X908015195005_C_12
1191,X908015195005_C_5
1192,X908015195005_C_8
1193,X908015195005_C_9
1194,X908015195005_D_1
1195,X908015195005_D_10
1196,X908015195005_D_11
1197,X908015195005_D_12
1198,X908015195005_D_8
1199,X908015195005_D_9
1200,X908015195005_E_1
1201,X908015195005_E_10
1202,X908015195005_E_11
1203,X908015195005_E_12
1204,X908015195005_E_8
1205,X908015195005_E_9
1206,X908015195005_F_10
1207,X908015195005_F_11
1208,X908015195005_F_12
1209,X908015195005_F_8
1210,X908015195005_F_9
1211,X908015195005_G_10
1212,X908015195005_G_11
1213,X908015195005_G_12
1214,X908015195005_G_7
1215,X908015195005_G_8
1216,X908015195005_G_9
1217,X908015195005_H_10
1218,X908015195005_H_11
1219,X908015195005_H_7
1220,X908015195005_H_8
1221,X908015195005_H_9
1222,X908015195006_A_1
1223,X908015195006_A_10
1224,X908015195006_A_11
1225,X908015195006_A_12
1226,X908015195006_A_2
1227,X908015195006_A_3
1228,X908015195006_A_4
1229,X908015195006_A_5
1230,X908015195006_A_6
1231,X908015195006_A_7
1232,X908015195006_A_8
1233,X908015195006_A_9
1234,X908015195006_B_1
1235,X908015195006_B_10
1236,X908015195006_B_11
1237,X908015195006_B_12
1238,X908015195006_B_2
1239,X908015195006_B_3
1240,X908015195006_B_4
1241,X908015195006_B_5
1242,X908015195006_B_6
1243,X908015195006_B_7
1244,X908015195006_B_8
1245,X908015195006_B_9
1246,X908015195006_C_1
1247,X908015195006_C_10
1248,X908015195006_C_11
1249,X908015195006_C_12
1250,X908015195006_C_2
1251,X908015195006_C_3
1252,X908015195006_C_4
1253,X908015195006_C_5
1254,X908015195006_C_6
1255,X908015195006_C_7
1256,X908015195006_C_8
1257,X908015195006_C_9
1258,X908015195006_D_1
1259,X908015195006_D_10
1260,X908015195006_D_11
1261,X908015195006_D_12
1262,X908015195006_D_2
1263,X908015195006_D_3
1264,X908015195006_D_4
1265,X908015195006_D_5
1266,X908015195006_D_6
1267,X908015195006_D_7
1268,X908015195006_D_8
1269,X908015195006_D_9
1270,X908015195006_E_1
1271,X908015195006_E_10
1272,X908015195006_E_11
1273,X908015195006_E_12
1274,X908015195006_E_2
1275,X908015195006_E_3
1276,X908015195006_E_4
1277,X908015195006_E_5
1278,X908015195006_E_6
1279,X908015195006_E_7
1280,X908015195006_E_8
1281,X908015195006_E_9
1282,X908015195006_F_1
1283,X908015195006_F_10
1284,X908015195006_F_11
1285,X908015195006_F_12
1286,X908015195006_F_2
1287,X908015195006_F_3
1288,X908015195006_F_4
1289,X908015195006_F_5
1290,X908015195006_F_6
1291,X908015195006_F_7
1292,X908015195006_F_8
1293,X908015195006_F_9
1294,X908015195006_G_1
1295,X908015195006_G_10
1296,X908015195006_G_11
1297,X908015195006_G_12
1298,X908015195006_G_2
1299,X908015195006_G_3
1300,X908015195006_G_4
1301,X908015195006_G_5
1302,X908015195006_G_6
1303,X908015195006_G_7
1304,X908015195006_G_8
1305,X908015195006_G_9
1306,X908015195006_H_1
1307,X908015195006_H_10
1308,X908015195006_H_11
1309,X908015195006_H_2
1310,X908015195006_H_3
1311,X908015195006_H_4
1312,X908015195006_H_5
1313,X908015195006_H_6
1314,X908015195006_H_7
1315,X908015195006_H_8
1316,X908015195006_H_9
1317,X908015195007_A_1
1318,X908015195007_A_10
1319,X908015195007_A_11
1320,X908015195007_A_12
1321,X908015195007_A_2
1322,X908015195007_A_4
1323,X908015195007_A_5
1324,X908015195007_A_6
1325,X908015195007_A_7
1326,X908015195007_A_8
1327,X908015195007_A_9
1328,X908015195007_B_1
1329,X908015195007_B_10
1330,X908015195007_B_11
1331,X908015195007_B_12
1332,X908015195007_B_2
1333,X908015195007_B_3
1334,X908015195007_B_4
1335,X908015195007_B_5
1336,X908015195007_B_6
1337,X908015195007_B_7
1338,X908015195007_B_8
1339,X908015195007_B_9
1340,X908015195007_C_1
1341,X908015195007_C_10
1342,X908015195007_C_11
1343,X908015195007_C_12
1344,X908015195007_C_2
1345,X908015195007_C_3
1346,X908015195007_C_4
1347,X908015195007_C_5
1348,X908015195007_C_6
1349,X908015195007_C_7
1350,X908015195007_C_8
1351,X908015195007_C_9
1352,X908015195007_D_1
1353,X908015195007_D_10
1354,X908015195007_D_11
1355,X908015195007_D_12
1356,X908015195007_D_2
1357,X908015195007_D_3
1358,X908015195007_D_4
1359,X908015195007_D_5
1360,X908015195007_D_6
1361,X908015195007_D_7
1362,X908015195007_D_8
1363,X908015195007_D_9
1364,X908015195007_E_1
1365,X908015195007_E_10
1366,X908015195007_E_11
1367,X908015195007_E_12
1368,X908015195007_E_10.1
1369,X908015195007_E_3
1370,X908015195007_E_4
1371,X908015195007_E_5
1372,X908015195007_E_6
1373,X908015195007_E_7
1374,X908015195007_E_8
1375,X908015195007_E_9
1376,X908015195007_F_1
1377,X908015195007_F_10
1378,X908015195007_F_11
1379,X908015195007_F_12
1380,X908015195007_F_2
1381,X908015195007_F_3
1382,X908015195007_F_4
1383,X908015195007_F_5
1384,X908015195007_F_6
1385,X908015195007_F_7
1386,X908015195007_F_8
1387,X908015195007_F_9
1388,X908015195007_G_1
1389,X908015195007_G_10
1390,X908015195007_G_11
1391,X908015195007_G_12
1392,X908015195007_G_2
1393,X908015195007_G_3
1394,X908015195007_G_4
1395,X908015195007_G_5
1396,X908015195007_G_6
1397,X908015195007_G_7
1398,X908015195007_G_8
1399,X908015195007_G_9
1400,X908015195007_H_1
1401,X908015195007_H_10
1402,X908015195007_H_11
1403,X908015195007_H_2
1404,X908015195007_H_3
1405,X908015195007_H_4
1406,X908015195007_H_5
1407,X908015195007_H_6
1408,X908015195007_H_7
1409,X908015195007_H_8
1410,X908015195007_H_9
1411,X908015195008_A_11
1412,X908015195008_A_10
1413,X908015195008_A_11.1
1414,X908015195008_A_12
1415,X908015195008_A_2
1416,X908015195008_A_3
1417,X908015195008_A_4
1418,X908015195008_A_5
1419,X908015195008_A_6
1420,X908015195008_A_7
1421,X908015195008_A_8
1422,X908015195008_A_9
1423,X908015195008_B_1
1424,X908015195008_B_10
1425,X908015195008_B_11
1426,X908015195008_B_12
1427,X908015195008_B_2
1428,X908015195008_B_3
1429,X908015195008_B_4
1430,X908015195008_B_5
1431,X908015195008_B_6
1432,X908015195008_B_7
1433,X908015195008_B_8
1434,X908015195008_B_9
1435,X908015195008_C_1
1436,X908015195008_C_10
1437,X908015195008_C_11
1438,X908015195008_C_12
1439,X908015195008_C_2
1440,X908015195008_C_3
1441,X908015195008_C_4
1442,X908015195008_C_5
1443,X908015195008_C_6
1444,X908015195008_C_7
1445,X908015195008_C_8
1446,X908015195008_C_9
1447,X908015195008_D_1
1448,X908015195008_D_10
1449,X908015195008_D_11
1450,X908015195008_D_12
1451,X908015195008_D_2
1452,X908015195008_D_3
1453,X908015195008_D_4
1454,X908015195008_D_5
1455,X908015195008_D_6
1456,X908015195008_D_7
1457,X908015195008_D_8
1458,X908015195008_D_9
1459,X908015195008_E_1
1460,X908015195008_E_10
1461,X908015195008_E_11
1462,X908015195008_E_12
1463,X908015195008_E_2
1464,X908015195008_E_3
1465,X908015195008_E_4
1466,X908015195008_E_5
1467,X908015195008_E_6
1468,X908015195008_E_7
1469,X908015195008_E_8
1470,X908015195008_E_9
1471,X908015195008_F_1
1472,X908015195008_F_10
1473,X908015195008_F_11
1474,X908015195008_F_12
1475,X908015195008_F_2
1476,X908015195008_F_3
1477,X908015195008_F_4
1478,X908015195008_F_5
1479,X908015195008_F_6
1480,X908015195008_F_7
1481,X908015195008_F_8
1482,X908015195008_F_9
1483,X908015195008_G_1
1484,X908015195008_G_10
1485,X908015195008_G_11
1486,X908015195008_G_12
1487,X908015195008_G_2
1488,X908015195008_G_3
1489,X908015195008_G_4
1490,X908015195008_G_5
1491,X908015195008_G_6
1492,X908015195008_G_7
1493,X908015195008_G_8
1494,X908015195008_G_9
1495,X908015195008_H_1
1496,X908015195008_H_10
1497,X908015195008_H_11
1498,X908015195008_H_2
1499,X908015195008_H_3
1500,X908015195008_H_4
1501,X908015195008_H_5
1502,X908015195008_H_6
1503,X908015195008_H_7
1504,X908015195008_H_8
1505,X908015195008_H_9
1506,X908015195009_A_1
1507,X908015195009_A_10
1508,X908015195009_A_11
1509,X908015195009_A_12
1510,X908015195009_A_2
1511,X908015195009_A_3
1512,X908015195009_A_4
1513,X908015195009_A_5
1514,X908015195009_A_6
1515,X908015195009_A_7
1516,X908015195009_A_8
1517,X908015195009_A_9
1518,X908015195009_B_1
1519,X908015195009_B_10
1520,X908015195009_B_11
1521,X908015195009_B_12
1522,X908015195009_B_2
1523,X908015195009_B_3
1524,X908015195009_B_4
1525,X908015195009_B_5
1526,X908015195009_B_6
1527,X908015195009_B_7
1528,X908015195009_B_8
1529,X908015195009_B_9
1530,X908015195009_C_1
1531,X908015195009_C_10
1532,X908015195009_C_11
1533,X908015195009_C_12
1534,X908015195009_C_2
1535,X908015195009_C_3
1536,X908015195009_C_4
1537,X908015195009_C_5
1538,X908015195009_C_6
1539,X908015195009_C_7
1540,X908015195009_C_8
1541,X908015195009_C_9
1542,X908015195009_D_1
1543,X908015195009_D_10
1544,X908015195009_D_11
1545,X908015195009_D_12
1546,X908015195009_D_2
1547,X908015195009_D_3
1548,X908015195009_D_4
1549,X908015195009_D_5
1550,X908015195009_D_6
1551,X908015195009_D_7
1552,X908015195009_D_8
1553,X908015195009_D_9
1554,X908015195009_E_1
1555,X908015195009_E_10
1556,X908015195009_E_11
1557,X908015195009_E_12
1558,X908015195009_E_2
1559,X908015195009_E_3
1560,X908015195009_E_4
1561,X908015195009_E_5
1562,X908015195009_E_6
1563,X908015195009_E_7
1564,X908015195009_E_8
1565,X908015195009_E_9
1566,X908015195009_F_1
1567,X908015195009_F_10
1568,X908015195009_F_11
1569,X908015195009_F_12
1570,X908015195009_F_2
1571,X908015195009_F_3
1572,X908015195009_F_4
1573,X908015195009_F_5
1574,X908015195009_F_6
1575,X908015195009_F_7
1576,X908015195009_F_8
1577,X908015195009_F_9
1578,X908015195009_G_1
1579,X908015195009_G_10
1580,X908015195009_G_11
1581,X908015195009_G_12
1582,X908015195009_G_2
1583,X908015195009_G_3
1584,X908015195009_G_4
1585,X908015195009_G_5
1586,X908015195009_G_6
1587,X908015195009_G_7
1588,X908015195009_G_8
1589,X908015195009_G_9
1590,X908015195009_H_1
1591,X908015195009_H_10
1592,X908015195009_H_11
1593,X908015195009_H_2
1594,X908015195009_H_3
1595,X908015195009_H_4
1596,X908015195009_H_5
1597,X908015195009_H_6
1598,X908015195009_H_7
1599,X908015195009_H_8
1600,X908015195009_H_9
1601,X908015195010_A_1
1602,X908015195010_A_10
1603,X908015195010_A_11
1604,X908015195010_A_12
1605,X908015195010_A_2
1606,X908015195010_A_3
1607,X908015195010_A_4
1608,X908015195010_A_5
1609,X908015195010_A_6
1610,X908015195010_A_7
1611,X908015195010_A_8
1612,X908015195010_A_9
1613,X908015195010_B_1
1614,X908015195010_B_10
1615,X908015195010_B_11
1616,X908015195010_B_12
1617,X908015195010_B_2
1618,X908015195010_B_3
1619,X908015195010_B_4
1620,X908015195010_B_5
1621,X908015195010_B_6
1622,X908015195010_B_7
1623,X908015195010_B_8
1624,X908015195010_B_9
1625,X908015195010_C_1
1626,X908015195010_C_10
1627,X908015195010_C_11
1628,X908015195010_C_12
1629,X908015195010_C_2
1630,X908015195010_C_3
1631,X908015195010_C_4
1632,X908015195010_C_5
1633,X908015195010_C_6
1634,X908015195010_C_7
1635,X908015195010_C_8
1636,X908015195010_C_9
1637,X908015195010_D_1
1638,X908015195010_D_10
1639,X908015195010_D_11
1640,X908015195010_D_12
1641,X908015195010_D_2
1642,X908015195010_D_4
1643,X908015195010_D_5
1644,X908015195010_D_6
1645,X908015195010_D_7
1646,X908015195010_D_8
1647,X908015195010_D_9
1648,X908015195010_E_1
1649,X908015195010_E_10
1650,X908015195010_E_11
1651,X908015195010_E_12
1652,X908015195010_E_2
1653,X908015195010_E_3
1654,X908015195010_E_4
1655,X908015195010_E_5
1656,X908015195010_E_6
1657,X908015195010_E_7
1658,X908015195010_E_8
1659,X908015195010_E_9
1660,X908015195010_F_1
1661,X908015195010_F_10
1662,X908015195010_F_11
1663,X908015195010_F_12
1664,X908015195010_F_2
1665,X908015195010_F_3
1666,X908015195010_F_4
1667,X908015195010_F_5
1668,X908015195010_F_6
1669,X908015195010_F_7
1670,X908015195010_F_8
1671,X908015195010_F_9
1672,X908015195010_G_1
1673,X908015195010_G_10
1674,X908015195010_G_11
1675,X908015195010_G_12
1676,X908015195010_G_2
1677,X908015195010_G_3
1678,X908015195010_G_4
1679,X908015195010_G_5
1680,X908015195010_G_6
1681,X908015195010_G_7
1682,X908015195010_G_8
1683,X908015195010_G_9
1684,X908015195010_H_1
1685,X908015195010_H_10
1686,X908015195010_H_11
1687,X908015195010_H_2
1688,X908015195010_H_3
1689,X908015195010_H_4
1690,X908015195010_H_5
1691,X908015195010_H_6
1692,X908015195010_H_7
1693,X908015195010_H_8
1694,X908015195010_H_9
1695,X908015195011_A_1
1696,X908015195011_A_10
1697,X908015195011_A_11
1698,X908015195011_A_12
1699,X908015195011_A_2
1700,X908015195011_A_3
1701,X908015195011_A_4
1702,X908015195011_A_5
1703,X908015195011_A_6
1704,X908015195011_A_7
1705,X908015195011_A_8
1706,X908015195011_A_9
1707,X908015195011_B_1
1708,X908015195011_B_10
1709,X908015195011_B_11
1710,X908015195011_B_12
1711,X908015195011_B_2
1712,X908015195011_B_3
1713,X908015195011_B_4
1714,X908015195011_B_5
1715,X908015195011_B_6
1716,X908015195011_B_7
1717,X908015195011_B_8
1718,X908015195011_B_9
1719,X908015195011_C_1
1720,X908015195011_C_10
1721,X908015195011_C_11
1722,X908015195011_C_12
1723,X908015195011_C_2
1724,X908015195011_C_3
1725,X908015195011_C_4
1726,X908015195011_C_5
1727,X908015195011_C_6
1728,X908015195011_C_7
1729,X908015195011_C_8
1730,X908015195011_C_9
1731,X908015195011_D_1
1732,X908015195011_D_10
1733,X908015195011_D_11
1734,X908015195011_D_12
1735,X908015195011_D_2
1736,X908015195011_D_3
1737,X908015195011_D_4
1738,X908015195011_D_5
1739,X908015195011_D_6
1740,X908015195011_D_7
1741,X908015195011_D_8
1742,X908015195011_D_9
1743,X908015195011_E_1
1744,X908015195011_E_10
1745,X908015195011_E_11
1746,X908015195011_E_12
1747,X908015195011_E_2
1748,X908015195011_E_3
1749,X908015195011_E_4
1750,X908015195011_E_5
1751,X908015195011_E_6
1752,X908015195011_E_7
1753,X908015195011_E_8
1754,X908015195011_E_9
1755,X908015195011_F_1
1756,X908015195011_F_10
1757,X908015195011_F_11
1758,X908015195011_F_12
1759,X908015195011_F_2
1760,X908015195011_F_3
1761,X908015195011_F_4
1762,X908015195011_F_5
1763,X908015195011_F_6
1764,X908015195011_F_7
1765,X908015195011_F_8
1766,X908015195011_F_9
1767,X908015195011_G_1
1768,X908015195011_G_10
1769,X908015195011_G_11
1770,X908015195011_G_12
1771,X908015195011_G_2
1772,X908015195011_G_3
1773,X908015195011_G_4
1774,X908015195011_G_5
1775,X908015195011_G_6
1776,X908015195011_G_7
1777,X908015195011_G_8
1778,X908015195011_G_9
1779,X908015195011_H_1
1780,X908015195011_H_10
1781,X908015195011_H_11
1782,X908015195011_H_2
1783,X908015195011_H_3
1784,X908015195011_H_4
1785,X908015195011_H_5
1786,X908015195011_H_6
1787,X908015195011_H_7
1788,X908015195011_H_8
1789,X908015195011_H_9
1790,X908015195012_A_1
1791,X908015195012_A_10
1792,X908015195012_A_11
1793,X908015195012_A_12
1794,X908015195012_A_2
1795,X908015195012_A_3
1796,X908015195012_A_4
1797,X908015195012_A_5
1798,X908015195012_A_6
1799,X908015195012_A_7
1800,X908015195012_A_8
1801,X908015195012_A_9
1802,X908015195012_B_1
1803,X908015195012_B_10
1804,X908015195012_B_11
1805,X908015195012_B_12
1806,X908015195012_B_2
1807,X908015195012_B_3
1808,X908015195012_B_4
1809,X908015195012_B_5
1810,X908015195012_B_6
1811,X908015195012_B_7
1812,X908015195012_B_8
1813,X908015195012_B_9
1814,X908015195012_C_1
1815,X908015195012_C_10
1816,X908015195012_C_11
1817,X908015195012_C_12
1818,X908015195012_C_2
1819,X908015195012_C_3
1820,X908015195012_C_4
1821,X908015195012_C_5
1822,X908015195012_C_6
1823,X908015195012_C_7
1824,X908015195012_C_8
1825,X908015195012_C_9
1826,X908015195012_D_1
1827,X908015195012_D_10
1828,X908015195012_D_11
1829,X908015195012_D_12
1830,X908015195012_D_2
1831,X908015195012_D_3
1832,X908015195012_D_4
1833,X908015195012_D_5
1834,X908015195012_D_6
1835,X908015195012_D_7
1836,X908015195012_D_8
1837,X908015195012_D_9
1838,X908015195012_E_1
1839,X908015195012_E_10
1840,X908015195012_E_11
1841,X908015195012_E_12
1842,X908015195012_E_2
1843,X908015195012_E_3
1844,X908015195012_E_4
1845,X908015195012_E_5
1846,X908015195012_E_6
1847,X908015195012_E_7
1848,X908015195012_E_8
1849,X908015195012_E_9
1850,X908015195012_F_1
1851,X908015195012_F_10
1852,X908015195012_F_11
1853,X908015195012_F_12
1854,X908015195012_F_2
1855,X908015195012_F_3
1856,X908015195012_F_4
1857,X908015195012_F_5
1858,X908015195012_F_6
1859,X908015195012_F_7
1860,X908015195012_F_8
1861,X908015195012_F_9
1862,X908015195012_G_1
1863,X908015195012_G_10
1864,X908015195012_G_11
1865,X908015195012_G_12
1866,X908015195012_G_2
1867,X908015195012_G_3
1868,X908015195012_G_4
1869,X908015195012_G_5
1870,X908015195012_G_6
1871,X908015195012_G_7
1872,X908015195012_G_8
1873,X908015195012_G_9
1874,X908015195012_H_1
1875,X908015195012_H_10
1876,X908015195012_H_11
1877,X908015195012_H_2
1878,X908015195012_H_3
1879,X908015195012_H_4
1880,X908015195012_H_5
1881,X908015195012_H_6
1882,X908015195012_H_7
1883,X908015195012_H_8
1884,X908015195012_H_9
1885,X908015195013_A_1
1886,X908015195013_A_10
1887,X908015195013_A_11
1888,X908015195013_A_12
1889,X908015195013_A_2
1890,X908015195013_A_3
1891,X908015195013_A_4
1892,X908015195013_A_5
1893,X908015195013_A_6
1894,X908015195013_A_7
1895,X908015195013_A_8
1896,X908015195013_A_9
1897,X908015195013_B_1
1898,X908015195013_B_10
1899,X908015195013_B_11
1900,X908015195013_B_12
1901,X908015195013_B_2
1902,X908015195013_B_3
1903,X908015195013_B_4
1904,X908015195013_B_5
1905,X908015195013_B_6
1906,X908015195013_B_7
1907,X908015195013_B_8
1908,X908015195013_B_9
1909,X908015195013_C_1
1910,X908015195013_C_10
1911,X908015195013_C_11
1912,X908015195013_C_12
1913,X908015195013_C_2
1914,X908015195013_C_3
1915,X908015195013_C_4
1916,X908015195013_C_5
1917,X908015195013_C_6
1918,X908015195013_C_7
1919,X908015195013_C_8
1920,X908015195013_C_9
1921,X908015195013_D_1
1922,X908015195013_D_10
1923,X908015195013_D_11
1924,X908015195013_D_12
1925,X908015195013_D_2
1926,X908015195013_D_3
1927,X908015195013_D_4
1928,X908015195013_D_5
1929,X908015195013_D_6
1930,X908015195013_D_7
1931,X908015195013_D_8
1932,X908015195013_D_9
1933,X908015195013_E_1
1934,X908015195013_E_10
1935,X908015195013_E_11
1936,X908015195013_E_12
1937,X908015195013_E_2
1938,X908015195013_E_3
1939,X908015195013_E_4
1940,X908015195013_E_5
1941,X908015195013_E_6
1942,X908015195013_E_7
1943,X908015195013_E_8
1944,X908015195013_E_9
1945,X908015195013_F_1
1946,X908015195013_F_10
1947,X908015195013_F_11
1948,X908015195013_F_12
1949,X908015195013_F_2
1950,X908015195013_F_3
1951,X908015195013_F_4
1952,X908015195013_F_5
1953,X908015195013_F_6
1954,X908015195013_F_7
1955,X908015195013_F_8
1956,X908015195013_F_9
1957,X908015195013_G_1
1958,X908015195013_G_10
1959,X908015195013_G_11
1960,X908015195013_G_12
1961,X908015195013_G_2
1962,X908015195013_G_3
1963,X908015195013_G_4
1964,X908015195013_G_5
1965,X908015195013_G_6
1966,X908015195013_G_7
1967,X908015195013_G_8
1968,X908015195013_G_9
1969,X908015195013_H_1
1970,X908015195013_H_10
1971,X908015195013_H_11
1972,X908015195013_H_2
1973,X908015195013_H_3
1974,X908015195013_H_4
1975,X908015195013_H_5
1976,X908015195013_H_6
1977,X908015195013_H_7
1978,X908015195013_H_8
1979,X908015195013_H_9
1980,X908015195014_A_1
1981,X908015195014_A_10
1982,X908015195014_A_11
1983,X908015195014_A_12
1984,X908015195014_A_2
1985,X908015195014_A_3
1986,X908015195014_A_4
1987,X908015195014_A_5
1988,X908015195014_A_6
1989,X908015195014_A_7
1990,X908015195014_A_8
1991,X908015195014_A_9
1992,X908015195014_B_1
1993,X908015195014_B_10
1994,X908015195014_B_11
1995,X908015195014_B_12
1996,X908015195014_B_2
1997,X908015195014_B_3
1998,X908015195014_B_4
1999,X908015195014_B_5
2000,X908015195014_B_6
2001,X908015195014_B_7
2002,X908015195014_B_8
2003,X908015195014_B_9
2004,X908015195014_C_1
2005,X908015195014_C_10
2006,X908015195014_C_11
2007,X908015195014_C_12
2008,X908015195014_C_2
2009,X908015195014_C_3
2010,X908015195014_C_4
2011,X908015195014_C_5
2012,X908015195014_C_6
2013,X908015195014_C_7
2014,X908015195014_C_8
2015,X908015195014_C_9
2016,X908015195014_D_1
2017,X908015195014_D_10
2018,X908015195014_D_11
2019,X908015195014_D_12
2020,X908015195014_D_2
2021,X908015195014_D_3
2022,X908015195014_D_4
2023,X908015195014_D_5
2024,X908015195014_D_6
2025,X908015195014_D_7
2026,X908015195014_D_8
2027,X908015195014_D_9
2028,X908015195014_E_1
2029,X908015195014_E_10
2030,X908015195014_E_11
2031,X908015195014_E_12
2032,X908015195014_E_2
2033,X908015195014_E_3
2034,X908015195014_E_4
2035,X908015195014_E_5
2036,X908015195014_E_6
2037,X908015195014_E_7
2038,X908015195014_E_8
2039,X908015195014_E_9
2040,X908015195014_F_1
2041,X908015195014_F_10
2042,X908015195014_F_11
2043,X908015195014_F_12
2044,X908015195014_F_2
2045,X908015195014_F_3
2046,X908015195014_F_4
2047,X908015195014_F_5
2048,X908015195014_F_6
2049,X908015195014_F_7
2050,X908015195014_F_8
2051,X908015195014_F_9
2052,X908015195014_G_1
2053,X908015195014_G_10
2054,X908015195014_G_11
2055,X908015195014_G_12
2056,X908015195014_G_2
2057,X908015195014_G_3
2058,X908015195014_G_4
2059,X908015195014_G_5
2060,X908015195014_G_6
2061,X908015195014_G_7
2062,X908015195014_G_8
2063,X908015195014_G_9
2064,X908015195014_H_1
2065,X908015195014_H_10
2066,X908015195014_H_11
2067,X908015195014_H_2
2068,X908015195014_H_3
2069,X908015195014_H_4
2070,X908015195014_H_5
2071,X908015195014_H_6
2072,X908015195014_H_7
2073,X908015195014_H_8
2074,X908015195014_H_9
2075,X908015195015_A_1
2076,X908015195015_A_10
2077,X908015195015_A_11
2078,X908015195015_A_12
2079,X908015195015_A_2
2080,X908015195015_A_3
2081,X908015195015_A_4
2082,X908015195015_A_5
2083,X908015195015_A_6
2084,X908015195015_A_7
2085,X908015195015_A_8
2086,X908015195015_A_9
2087,X908015195015_B_1
2088,X908015195015_B_10
2089,X908015195015_B_11
2090,X908015195015_B_12
2091,X908015195015_B_2
2092,X908015195015_B_3
2093,X908015195015_B_4
2094,X908015195015_B_5
2095,X908015195015_B_6
2096,X908015195015_B_7
2097,X908015195015_B_8
2098,X908015195015_B_9
2099,X908015195015_C_1
2100,X908015195015_C_10
2101,X908015195015_C_11
2102,X908015195015_C_12
2103,X908015195015_C_2
2104,X908015195015_C_3
2105,X908015195015_C_4
2106,X908015195015_C_5
2107,X908015195015_C_6
2108,X908015195015_C_7
2109,X908015195015_C_8
2110,X908015195015_C_9
2111,X908015195015_D_1
2112,X908015195015_D_10
2113,X908015195015_D_11
2114,X908015195015_D_12
2115,X908015195015_D_2
2116,X908015195015_D_3
2117,X908015195015_D_4
2118,X908015195015_D_5
2119,X908015195015_D_6
2120,X908015195015_D_7
2121,X908015195015_D_8
2122,X908015195015_D_9
2123,X908015195015_E_1
2124,X908015195015_E_10
2125,X908015195015_E_11
2126,X908015195015_E_12
2127,X908015195015_E_2
2128,X908015195015_E_3
2129,X908015195015_E_4
2130,X908015195015_E_5
2131,X908015195015_E_6
2132,X908015195015_E_7
2133,X908015195015_E_8
2134,X908015195015_E_9
2135,X908015195015_F_1
2136,X908015195015_F_10
2137,X908015195015_F_11
2138,X908015195015_F_12
2139,X908015195015_F_2
2140,X908015195015_F_3
2141,X908015195015_F_4
2142,X908015195015_F_5
2143,X908015195015_F_6
2144,X908015195015_F_7
2145,X908015195015_F_8
2146,X908015195015_F_9
2147,X908015195015_G_1
2148,X908015195015_G_10
2149,X908015195015_G_11
2150,X908015195015_G_12
2151,X908015195015_G_2
2152,X908015195015_G_3
2153,X908015195015_G_4
2154,X908015195015_G_5
2155,X908015195015_G_6
2156,X908015195015_G_7
2157,X908015195015_G_8
2158,X908015195015_G_9
2159,X908015195015_H_1
2160,X908015195015_H_10
2161,X908015195015_H_11
2162,X908015195015_H_2
2163,X908015195015_H_3
2164,X908015195015_H_4
2165,X908015195015_H_5
2166,X908015195015_H_6
2167,X908015195015_H_7
2168,X908015195015_H_8
2169,X908015195015_H_9
2170,X908015195016_A_1
2171,X908015195016_A_10
2172,X908015195016_A_11
2173,X908015195016_A_12
2174,X908015195016_A_2
2175,X908015195016_A_3
2176,X908015195016_A_4
2177,X908015195016_A_5
2178,X908015195016_A_6
2179,X908015195016_A_7
2180,X908015195016_A_8
2181,X908015195016_A_9
2182,X908015195016_B_1
2183,X908015195016_B_10
2184,X908015195016_B_11
2185,X908015195016_B_12
2186,X908015195016_B_2
2187,X908015195016_B_3
2188,X908015195016_B_4
2189,X908015195016_B_5
2190,X908015195016_B_6
2191,X908015195016_B_7
2192,X908015195016_B_8
2193,X908015195016_B_9
2194,X908015195016_C_1
2195,X908015195016_C_10
2196,X908015195016_C_11
2197,X908015195016_C_12
2198,X908015195016_C_2
2199,X908015195016_C_3
2200,X908015195016_C_4
2201,X908015195016_C_5
2202,X908015195016_C_6
2203,X908015195016_C_7
2204,X908015195016_C_8
2205,X908015195016_C_9
2206,X908015195016_D_1
2207,X908015195016_D_10
2208,X908015195016_D_11
2209,X908015195016_D_12
2210,X908015195016_D_2
2211,X908015195016_D_3
2212,X908015195016_D_4
2213,X908015195016_D_5
2214,X908015195016_D_6
2215,X908015195016_D_7
2216,X908015195016_D_8
2217,X908015195016_D_9
2218,X908015195016_E_1
2219,X908015195016_E_10
2220,X908015195016_E_11
2221,X908015195016_E_12
2222,X908015195016_E_2
2223,X908015195016_E_3
2224,X908015195016_E_4
2225,X908015195016_E_5
2226,X908015195016_E_6
2227,X908015195016_E_7
2228,X908015195016_E_8
2229,X908015195016_E_9
2230,X908015195016_F_1
2231,X908015195016_F_10
